artists,popularity
Payal Dev;Badshah,68
Sidhu Moose Wala,71
Navaan Sandhu,67
A.R. Rahman;Jaswinder Singh;Shiraz Uppal,69
Sia,78
Mika Singh;Ali Quli Mirza,70
Tegi Pannu;Manni Sandhu,69
Anne-Marie,82
Rochak Kohli;Jubin Nautiyal;Neeti Mohan,69
Darshan Raval;Asees Kaur;Lijo George-Dj Chetas,68
Atif Aslam,68
Nikk;Avneet Kaur,67
Badshah;Diljit Dosanjh;Aastha Gill,68
Manan Bhardwaj,68
Shawn Mendes;Camila Cabello,80
Jordan Sandhu,68
BTS,85
Vishal Chandrashekhar;Sai Vignesh,68
Naresh Iyer;Shreya Ghoshal,68
A.R. Rahman;Sid Sriram;Sunitha Sarathy,68
Leon James;Sid Sriram,68
Darbuka Siva;Sid Sriram,68
Yuvan Shankar Raja;Udit Narayan,68
Bombay Jayashri,68
Nakash Aziz;Mangli;B. Ajaneesh Loknath,68
A.R. Rahman;Sathyaprakash;VM Mahalingam;Nakul Abhyankar,69
A.R. Rahman;Yogi Sekar,69
Bala;Nixen;Sandy Sandellow,68
G. V. Prakash;Roop Kumar Rathod;Harini;Andrea Jeremiah,68
Ed Sheeran;Bravado,0
Justin Bieber,84
Christina Perri,81
Yo Yo Honey Singh,69
Troye Sivan,82
Imran Khan,71
Olivia Rodrigo,88
AP Dhillon;Intense,69
Ellie Goulding,79
Arijit Singh;Chinmayi,69
Tyson Sidhu,67
Arijit Singh;Tulsi Kumar;Tanishk Bagchi;Kumaar,29
Gajendra Verma,68
Darshan Raval,67
Sachet Tandon;Sachet-Parampara,68
Vishal Mishra;Rahul Sipligunj;M. M. Keeravani,68
Vishal-Shekhar;Udit Narayan;Mahalakshmi Iyer;Kausar Munir,68
Sidhu Moose Wala;AR Paisley,70
Bilal Saeed,67
Tanishk Bagchi;Zahrah S Khan;Dj Aqeel,45
Ash King;Shashaa Tirupati,69
Darshan Raval,67
Badshah;Aastha Gill,66
Lewis Capaldi,87
Shankar-Ehsaan-Loy;Rahat Fateh Ali Khan;Mahalakshmi Iyer;Gulzar,68
Atif Aslam;Chinmayi;Pritam,68
Khan Bhaini,66
Raaban;Tungevaag;Luana Kiara,69
Tanishk Bagchi;Zahrah S Khan;Yash Narvekar;Bappi Lahiri,18
David Guetta;Bebe Rexha;Ty Dolla $ign;A Boogie Wit da Hoodie,3
Thalapathy Vijay;Anirudh Ravichander,68
Vishal Chandrashekhar;K. S. Harisankar;Sinduri Vishal,67
B Praak;Akshay Kumar;Nupur Sanon;Ammy Virk,67
Roshan Sebastian;Robin Sebastian,68
David Guetta;Becky Hill;Ella Henderson,0
David Guetta,3
Hariharan,68
David Guetta;MistaJam;John Newman,1
David Guetta,4
Vishal Chandrashekhar;Anirudh Ravichander;Shashaa Tirupati,68
David Guetta;Becky Hill;Ella Henderson,1
Saindhavi;G. V. Prakash,68
A.R. Rahman;Thamarai,68
David Guetta;Bebe Rexha,0
David Guetta;Sam Martin,0
David Guetta;MistaJam;John Newman,0
David Guetta;Bebe Rexha,0
David Guetta;Becky Hill;Ella Henderson,0
David Guetta;Becky Hill;Ella Henderson,0
David Guetta;Becky Hill;Ella Henderson,0
Yuvan Shankar Raja;Aditi Shankar,67
The Weeknd,88
Wiz Khalifa;Charlie Puth,82
Yo Yo Honey Singh,68
GAYLE,86
Harnoor,67
Duncan Laurence,80
Trevor Daniel,79
Harrdy Sandhu,66
Arijit Singh;Manan Bhardwaj;Khushalii Kumar,67
Vismay Patel,68
24kGoldn;iann dior,83
JERRY;Devilo,66
Sidhu Moose Wala,69
Ami Mishra;Shreya Ghoshal,68
Tanveer Evan;Ahmed Shakib,67
Dua Lipa;DaBaby,1
A.R. Rahman;A. R. Reihana;Bamba Bakya,68
Sidhu Moose Wala;Bohemia,70
Sam C.S.;Anirudh Ravichander;Shakthisree Gopalan,67
David Guetta;Bebe Rexha,13
Tanzeel Khan;Aashna Hegde,67
David Guetta;Becky Hill;Ella Henderson,0
Dua Lipa,4
Billie Eilish,3
David Guetta;Becky Hill;Ella Henderson,2
Dua Lipa;DaBaby,0
David Guetta;Becky Hill;Ella Henderson,0
Dua Lipa,4
Stephen Zechariah;Srinisha Jayaseelan,68
Dua Lipa;Saweetie,4
David Guetta;MistaJam;John Newman,1
David Guetta;MistaJam;John Newman,3
Vivek - Mervin,67
David Guetta;MistaJam;John Newman,0
David Guetta;Becky Hill;Ella Henderson,1
David Guetta;Becky Hill;Ella Henderson,2
David Guetta;CeCe Rogers,0
David Guetta;Bebe Rexha,0
David Guetta;MistaJam;John Newman,2
David Guetta;Bebe Rexha;Ty Dolla $ign;A Boogie Wit da Hoodie,0
David Guetta;Bebe Rexha;J Balvin,0
Dua Lipa,0
David Guetta;Bebe Rexha,0
Dua Lipa;Erika de Casier,0
David Guetta;Becky Hill;Ella Henderson,0
Dua Lipa;Paraone,0
David Guetta;Becky Hill;Ella Henderson,0
David Guetta;Becky Hill;Ella Henderson,0
David Guetta;MistaJam;John Newman,0
David Guetta;Chris Willis;Fergie;LMFAO,0
The Weeknd,88
Atif Aslam,66
Imran Khan,70
Lil Nas X,87
Arijit Singh,67
AP Dhillon;Gurinder Gill;Money Musik,69
Ankit Tiwari,68
The Landers,67
Bilal Saeed;Momina Mustehsan,66
Sasha Alex Sloan,80
Vishal-Shekhar;Julius Packiam;Atif Aslam;Irshad Kamil,68
Jubin Nautiyal,32
Karan Aujla;KR$NA;Mehar Vaani,67
Madhur Sharma,67
The Vamps,77
Badshah;Neha Kakkar;Varun Dhawan,67
Chamath Sangeeth;Yohani;Satheeshan,67
A.R. Rahman;Arijit Singh;Shashaa Tirupati,68
Arko,67
Neha Kakkar;Jubin Nautiyal;Jaani,67
Joshua Aaron,66
Vishal-Shekhar;Vishal Dadlani;Shekhar Ravjiani;Kumaar;Vayu,67
Nakash Aziz;Sunidhi Chauhan;B. Ajaneesh Loknath,67
BLACKPINK,75
A.R. Rahman;Antara Nandy,68
Dua Lipa,1
Billie Eilish,1
Billie Eilish,0
Billie Eilish,5
Feid;Sech,5
Thaman S;Shreya Ghoshal;Chiranjeevi;Salman Khan,66
Billie Eilish,0
Billie Eilish,3
Billie Eilish,1
Billie Eilish,0
Dua Lipa,0
Billie Eilish,0
Billie Eilish,3
Dua Lipa;DaBaby,0
Billie Eilish,1
Billie Eilish,2
Billie Eilish,4
Billie Eilish,0
Billie Eilish,1
Billie Eilish,0
Billie Eilish,0
Billie Eilish,0
Billie Eilish,0
David Guetta;Avicii,0
David Guetta;Sam Martin,0
Mohit Chauhan;Shekhar Ravjiani;Shruti Pathak,67
Aditya Rikhari,67
Glass Animals,74
Justin Bieber,82
Arijit Singh;Asees Kaur,67
Zack Knight;Jasmin Walia,69
Taylor Swift,86
Jass Manak;DIVINE,67
Jaani;Lijo George-Dj Chetas;Sukh-E Muzical Doctorz;Lisa Mishra,66
Harnoor,66
Feid,6
Feid,4
BTS,79
Sohail Sen;Mohit Chauhan;Taraannum Mallik;Kausar Munir,67
Yasser Desai;Aakanksha Sharma,67
Feid,2
Feid,3
Feid,4
Jasmine Sandlas;Garry Sandhu;Tanishk Bagchi;Intense,67
Haricharan;Benny Dayal;Salim Kumar;Vishnu Vijay,66
Feid,3
Feid,5
Feid,6
Feid,3
Feid;Dalex,5
Feid,8
Darbuka Siva;Sid Sriram,66
Feid;Sky Rompiendo,2
Feid,4
Feid,7
Feid,6
Feid,6
Feid,7
Feid,4
Feid;Sky Rompiendo,3
Feid;Totoy El Frio,2
Feid,2
Jaani;Lijo George-Dj Chetas;Ram Miriyala;Geetha Madhuri;Sukh-E Muzical Doctorz,66
Feid;Dalex,3
BTS,83
Feid;Totoy El Frio,3
Feid,4
Feid,0
Sean Roldan;Pradeep Kumar;Nithyashree Venkataramanan,66
Yuvan Shankar Raja;Hariharan,66
Feid;Nacho,2
Feid,0
Feid;J Balvin;Maluma;Nicky Jam;Sech;Justin Quiles,0
Feid,0
Feid;J Balvin;Maluma;Nicky Jam;Sech;Justin Quiles,0
Ariana Grande;Justin Bieber,83
AURORA,79
Halsey,78
Kamal Khan,65
Pratsofficial,65
Vilen,67
Tate McRae,84
Ricky Rich;Dardan;DJ Gimi-O,76
Sam Smith,3
Luis Fonsi;Daddy Yankee,80
Sam Smith,3
Sam Smith;ノーマニ,0
Mithoon;Arijit Singh,67
Javed-Mohsin;Darshan Raval,66
Sam Smith,1
Sachet Tandon;Parampara Tandon,66
Sam Smith,1
Sachet Tandon,66
Feid,1
Harvi,66
Yuvan Shankar Raja;Dhanush,66
Karan Aujla,67
Feid,7
Sam Smith,1
Feid,3
Sam Smith,1
Feid,3
Akhil Sachdeva,66
Sam Smith,1
Feid,0
Feid,2
Feid;Sky Rompiendo,7
G. V. Prakash;S. P. Balasubrahmanyam;S.P. Charan;Prashanthini,66
Feid,1
Feid;Maluma;Sky Rompiendo,2
Feid,0
Feid,3
Feid,4
Feid;J Balvin,2
Feid,0
Feid,1
Feid;Maluma;Sky Rompiendo,1
Doja Cat,0
Feid,0
Feid;Sky Rompiendo,0
Feid,0
Feid,0
Feid,0
Feid,0
Feid;J Balvin;Maluma;Nicky Jam;Sech;Justin Quiles,0
Sona Mohapatra,67
Ali Gatie,80
Doja Cat,84
Bohemia;Sidhu Moose Wala,68
Melanie Martinez,79
Ritviz,68
Kaka,65
Olivia Rodrigo,88
Taylor Swift,80
Maroon 5,70
Arjun Kanungo;King,67
Arijit Singh,67
Bhalwaan;Signature By SB,67
AP Dhillon;Shinda Kahlon;Gminxr,68
Conan Gray,87
Himesh Reshammiya;Vineet Singh;Aaman Trikha,67
Arijit Singh;Tanishk Bagchi,67
Vicky,67
Maroon 5;Wiz Khalifa,84
QARAN;Badshah,67
The Landers,65
Lil Nas X,83
Ved Sharma,66
Shankar Mahadevan;Alyssa Mendonsa,67
Shrey Singhal,66
Lana Del Rey,0
Navaan Sandhu,66
Lana Del Rey,7
Diljit Dosanjh,66
Lana Del Rey,2
Nawab,65
Rahat Fateh Ali Khan,67
Arijit Singh,67
Amaal Mallik;Arijit Singh;Shreya Ghoshal,66
Billie Eilish,8
Sachet Tandon;Parampara Tandon;Sachet-Parampara,67
Soham Naik;Antara Mitra;Uddipan Sharma,64
Stebin Ben,66
Sam Smith,0
Lana Del Rey,0
Harris Jayaraj;Hariharan;Devan Ekambaram;VV Prassanna,66
Lana Del Rey,5
Harris Jayaraj;Karthik;VV Prassanna,66
Sam Smith,0
Lana Del Rey,0
Billie Eilish,0
Doja Cat,0
Lana Del Rey,4
Lana Del Rey;Cedric Gervais,4
Lana Del Rey,2
The Local Train,67
Halsey,79
Olivia Rodrigo,88
Baani Sandhu;Gur Sidhu,64
Bruno Mars;Anderson .Paak;Silk Sonic,5
Bruno Mars;Anderson .Paak;Silk Sonic,2
Bruno Mars;Anderson .Paak;Silk Sonic,6
Bruno Mars;Anderson .Paak;Silk Sonic,1
Bruno Mars;Anderson .Paak;Silk Sonic,2
Diljit Dosanjh;Sargi Maan,65
Bruno Mars;Anderson .Paak;Silk Sonic,2
Bruno Mars;Anderson .Paak;Silk Sonic,0
Bruno Mars;Anderson .Paak;Silk Sonic,2
Bruno Mars;Anderson .Paak;Silk Sonic,4
The Chainsmokers;Coldplay,85
Bruno Mars;Anderson .Paak;Silk Sonic,0
Bruno Mars;Anderson .Paak;Silk Sonic,1
Bruno Mars;Anderson .Paak;Silk Sonic,4
Bruno Mars;Anderson .Paak;Silk Sonic,0
Bruno Mars;Anderson .Paak;Silk Sonic,0
Bruno Mars;Anderson .Paak;Silk Sonic,1
Bruno Mars;Anderson .Paak;Silk Sonic,0
Bruno Mars;Anderson .Paak;Silk Sonic,0
Bruno Mars;Anderson .Paak;Silk Sonic,0
David Guetta;Afrojack;Bebe Rexha;Nicki Minaj,75
Bruno Mars;Anderson .Paak;Silk Sonic,1
Bruno Mars;Anderson .Paak;Silk Sonic,0
Bruno Mars;Anderson .Paak;Silk Sonic,1
Bruno Mars;Anderson .Paak;Silk Sonic,4
Bruno Mars;Anderson .Paak;Silk Sonic,1
Bruno Mars,4
Rochak Kohli;Arijit Singh,66
Atif Aslam;Shirley Setia;Dj Chetas,66
Bruno Mars;Anderson .Paak;Silk Sonic,0
Bruno Mars;PARTYNEXTDOOR,0
Mohammed Irfan,67
Bruno Mars;PARTYNEXTDOOR,0
Bruno Mars;Anderson .Paak;Silk Sonic,0
Bruno Mars;Anderson .Paak;Silk Sonic,1
Bruno Mars;Anderson .Paak;Silk Sonic,0
Gippy Grewal;Tanu Grewal,65
Bruno Mars;Anderson .Paak;Silk Sonic,0
Bruno Mars;Anderson .Paak;Silk Sonic,0
Bruno Mars,0
Bruno Mars;R3HAB,0
Bruno Mars,2
Bruno Mars;Sultan;Shepard,0
Yuvan Shankar Raja,66
Coldplay,1
Coldplay;Geoff Swan;Hardwell;Mark 'Spike' Stent,0
Aditya Rikhari,68
Jawad Ahmad;Shaarib Toshi;Arijit Singh;Shreya Ghoshal,65
Olivia Rodrigo,87
KK,65
King,66
Ritviz,67
QARAN;Ash King,66
DIVINE,67
JONY,71
Mohit Chauhan,66
Vishal-Shekhar;Sanam Puri;Shipra Goyal,66
Benson Boone,86
Sachet Tandon;The Fusion Project,67
Kaka,65
Ed Sheeran,85
Mohit Chauhan,65
Gur Sidhu;Jasmine Sandlas;Kaptaan,65
Darshan Raval,65
Arijit Singh,66
Tanishk Bagchi;Rashmi Virag;Zahrah S Khan,66
Akhil,65
Armaan Malik;Neeti Mohan,66
Ayushmann Khurrana,66
OneRepublic,83
Sidhu Moose Wala;Byg Bird,68
Neha Kakkar;Tanishk Bagchi,66
BLACKPINK,80
Jubin Nautiyal;Meet Bros.;Shardul Rathod,67
Vilen,66
Coldplay,3
Darshan Raval,65
Yasser Desai;Jeet Gannguli;Rashmi Virag,66
Coldplay,4
BTS,78
Falguni Pathak,66
Jasleen Royal;Harshdeep Kaur;Siddharth Mahadevan,67
Coldplay,5
Yuvan Shankar Raja;Sarath Santosh,47
Yuvan Shankar Raja;MC Vickey;Durai,47
Armaan Malik,66
Coldplay,4
Yuvan Shankar Raja,65
Coldplay,2
Coldplay,1
Coldplay,0
Coldplay,2
Coldplay,1
Coldplay,0
Coldplay;Matoma,0
Coldplay;Geoff Swan;Hardwell;Mark 'Spike' Stent,0
Giveon,84
blackbear,81
Mithoon;Arijit Singh;Sunidhi Chauhan,66
Kate Bush,90
Marshmello;Bastille,83
Guru Randhawa;Sanjoy,66
DJ Snake;Selena Gomez;Ozuna;Cardi B,76
Asim Azhar;Zenab Fatimah Sultan,66
Azaan Sami Khan,65
DIVINE,66
Sam Smith,1
Saaj Bhatt,65
BTS;Halsey,80
One Direction,80
Gur Sidhu;Kaptaan,65
Manan Bhardwaj,65
Tanishk Bagchi;Arijit Singh;Asees Kaur,66
Shankar-Ehsaan-Loy;Shankar Mahadevan;Caralisa Monteiro;Shafqat Amanat Ali,66
Sam Smith,1
Jubin Nautiyal,66
Sam Smith,3
Dev Negi,66
Sam Smith,2
A.R. Rahman;Rakshita Suresh,66
Sam Smith,0
Prashant Katheriya,66
Yasser Desai,66
Sam Smith,0
Sam Smith,2
Sam Smith,0
Sam Smith,0
BTS,80
Sam Smith,0
Sam Smith,0
Vishal Chandrashekhar;Sai Vignesh,65
Yuvan Shankar Raja;Narayanan Ravishankar,43
Yuvan Shankar Raja;Ranjith Govind;Pavithra Chari,46
Sam Smith,0
Sam Smith,0
Sam Smith,0
Sam Smith,0
Sam Smith,0
Sam Smith,0
Sam Smith,0
Sam Smith,0
Sam Smith,0
A.R. Rahman;Vagu Mazan;Thoughtsfornow,66
Sam Smith,1
Sam Smith,0
A.R. Rahman,65
A.R. Rahman;Javed Ali;KIRTI SAGATHIA;Pooja AV,66
Fujii Kaze,85
Doja Cat;The Weeknd,84
The Neighbourhood,93
Sonu Nigam;Shreya Ghoshal,66
Zack Knight,67
Jeremy Zucker,79
Taylor Swift,88
Amar Arshi;Badshah;Neha Kakkar;Indeep Bakshi;Prem & Hardeep,69
Atif Aslam;Shalmali Kholgade,39
Lucky Ali,65
Tom Odell,93
Jennifer Lopez;Pitbull,79
Rochak Kohli;Atif Aslam;Tulsi Kumar,65
Ammy Virk;Shahid Mallya,63
Arijit Singh;B Praak,65
A.R. Rahman;Chinmayi;Murtuza Khan;Qadir Khan,66
Atif Aslam;Shreya Ghoshal,65
B Praak;Harrdy Sandhu;Swasti Mehul,64
Atif Aslam;Shreya Ghoshal,66
Shawn Mendes,80
Darshan Raval,64
Sidhu Moose Wala;Raja Kumari,67
Yuvan Shankar Raja;Dhanush,36
Sofía Reyes;Jason Derulo;De La Ghetto,79
Lana Del Rey,0
Alex & Sierra,77
Arijit Singh;Palak Muchhal;Jeet Gannguli,65
Arijit Singh,66
Prashant Katheriya,67
Yuvan Shankar Raja,36
Yuvan Shankar Raja;Anthony Daasan,34
Jawsh 685;Jason Derulo;BTS,73
Yuvan Shankar Raja;Sid Sriram,30
Sam Smith,0
Yuvan Shankar Raja;Sid Sriram,65
Palak Muchhal,66
Lana Del Rey,0
Sam Smith,0
A.R. Rahman,66
Yuvan Shankar Raja;Tanvi Shah,65
Vishal Chandrashekhar;Haricharan;Sinduri Vishal,65
Lana Del Rey,1
Lana Del Rey,1
Yuvan Shankar Raja;Senthil Dass,21
Siddharth Slathia,65
Lana Del Rey,0
A.R. Rahman;Badshah;Tanishk Bagchi;Shashaa Tirupati;Jubin Nautiyal,66
Lana Del Rey,6
A.R. Rahman;Silambarasan TR;Rakshita Suresh,65
Cigarettes After Sex,84
Roop Kumar Rathod,65
Chris Brown,77
Bruno Mars,82
WILLOW,69
ZAYN;Taylor Swift,80
Rochak Kohli;Ayushmann Khurrana,65
Imran Khan,68
Mohammed Irfan;Arijit Singh;Saim Bhat,65
Gulab Sidhu;Jay Dee,64
Pink Sweat$,76
Taylor Swift,77
Arijit Singh,65
Javed-Mohsin;Arijit Singh;Shreya Ghoshal,65
King,66
Imran Khan,70
JENNIE,73
Diljit Dosanjh,65
vaultboy,77
Aditya Yadav,64
Neha Kakkar;Tanishk Bagchi;Lalit Sen,65
Monty Sharma;Shaan,65
Selena Gomez & The Scene,77
B Praak;Nawazuddin Siddiqui;Sunanda Sharma,63
Varinder Brar,64
Karan Randhawa,63
One Direction,83
Dino James;Kaprila,64
Sofía Reyes;Jason Derulo;De La Ghetto,73
Jasleen Royal,65
Uzair Jaswal,64
Tanishk Bagchi;Altamash Faridi,64
Hansraj Raghuwanshi,63
Santhosh Narayanan;Sid Sriram,65
Amit Trivedi;Jasleen Royal,65
Garry Sandhu,65
Madhur Sharma;Nusrat Fateh Ali Khan,65
Madhur Sharma;Nusrat Fateh Ali Khan,65
Arko;Jubin Nautiyal,65
Siddhu Kumar;Vineeth Sreenivasan;K. Sivaangi,65
Arijit Singh;Asees Kaur,64
James Vasanthan;Bellie Raj;Deepa Miriam,65
Santhosh Dhayanidhi;Rakshita Suresh,65
A.R. Rahman;Shreya Ghoshal;Sarthak Kalyani,65
Krishh;Arun,63
Rahat Fateh Ali Khan;Suzanne D'Mello,66
Shankar Mahadevan;Padmalatha,65
Harris Jayaraj;Naresh Iyer;Prashanthini,64
Hiphop Tamizha;Raghu Dixit;Sathyaprakash D.;Jithin Raj,66
G. V. Prakash;Shakthisree Gopalan,64
Drake;Wizkid;Kyla,66
Billie Eilish,88
KK,64
Yo Yo Honey Singh,66
blackbear,80
Harrdy Sandhu,63
Olivia Rodrigo,86
Ritviz;Nucleya,66
Sub Urban,76
Ammy Virk,62
James Arthur,85
Akhil Sachdeva;Mansheel Gujral,64
Aastha Gill;Sachin Sanghvi;Jigar Saraiya;Divya Kumar,65
Shankar-Ehsaan-Loy;Sonu Nigam,67
Palak Muchhal,65
Ajay-Atul;Sonu Nigam,65
Zack Knight;Nora Fatehi,67
Sonu Nigam;Sabri Brothers,65
Arjun Kanungo,64
Rekha Bhardwaj;Jigar Saraiya;Priya Andrews,64
Diljit Dosanjh,65
Alka Yagnik;Alap Desai,31
Madan Mohan;Udit Narayan;Javed Akhtar,66
Taylor Swift,85
Ali Azmat,63
Shawn Mendes;Tainy,82
Jatin-Lalit;Sonu Nigam;Sunidhi Chauhan;Prasoon Joshi,64
Tegi Pannu;Manni Sandhu,65
Camila Cabello;Young Thug,80
Bhalwaan;Signature By SB,65
Roshan Sebastian;Kevin Jason,65
Rochak Kohli;Lauv;AKASA,65
JERRY,63
Sidhu Moose Wala,66
Sidhu Moose Wala;Stefflon Don,66
Mankirt Aulakh,63
Neha Kakkar;Dhvani Bhanushali;Ikka;Tanishk Bagchi,66
BTS,76
salem ilese;TOMORROW X TOGETHER;Alan Walker,76
Tanveer Evan;Yasser Desai;Rajat Nagpal,64
Aditya Rikhari,64
Karthik,64
Shankar Mahadevan,63
Vishal Chandrashekhar;Yazin Nizar,64
Chitharth,64
G. V. Prakash,64
Harris Jayaraj;Sudha Ragunathan,64
Raj Barman,62
Harris Jayaraj;Unnikrishnan;Chinmayi;Mega,64
Yuvan Shankar Raja,63
Weezer,78
Jimmy Eat World,81
Weezer,4
Weezer,2
Jimmy Eat World,0
Weezer,0
Weezer,0
Jimmy Eat World,0
Weezer,0
Weezer,2
Weezer,0
Fountains Of Wayne,0
Weezer,0
Weezer,0
Weezer,0
Jimmy Eat World,0
Jimmy Eat World,0
Jimmy Eat World,0
Weezer,1
Weezer;AJR,0
Weezer;AJR,0
Blondie,0
Blondie,6
Jimmy Eat World,0
Weezer,1
Weezer,0
Blondie,0
Fountains Of Wayne,0
Blondie,0
The Cars,0
Blondie,0
Andrew Gold,0
Weezer,0
Jimmy Eat World,0
Weezer,1
Cheap Trick,0
Jimmy Eat World,0
Weezer,0
Cheap Trick,0
Fountains Of Wayne,0
Fountains Of Wayne,0
Andrew Gold,0
Cheap Trick,0
The Cars,0
Andrew Gold,0
Weezer,0
Weezer,0
Andrew Gold,0
Weezer,0
Andrew Gold,1
The Outfield,76
Jimmy Eat World,64
Blondie,66
Rooney,50
The Cars,67
Weezer,77
Nada Surf,50
The Cars,70
Weezer;AJR,63
Blondie,73
Weezer,72
Cheap Trick,69
Fountains Of Wayne,76
Weezer,75
Badfinger,67
Andrew Gold,71
Big Star,54
Raspberries,62
The Cars,71
Blondie,60
Elvis Costello,70
The Knack,75
Cheap Trick,66
Blondie,67
Blondie,67
glass beach,62
Sunflower Bean,53
Blondie,69
Hoodoo Gurus,35
The Knack,0
The 20 Belows,33
Andrew Gold,0
Off With Their Heads,35
Andrew Gold,0
Andrew Gold,0
Marshall Crenshaw,34
Andrew Gold,0
Andrew Gold,0
Andrew Gold,0
Joe Jackson,0
The Knack,1
The Smithereens,41
Andrew Gold;Greg Prestopino,0
Andrew Gold,1
Andrew Gold;Greg Prestopino,0
Andrew Gold,0
Joe Jackson,0
Elvis Costello & The Attractions,0
Elvis Costello & The Attractions,0
Elvis Costello & The Attractions,0
The Outfield,72
Elvis Costello,34
Todd Rundgren,55
Weezer,54
Blondie,63
Blondie,69
The Romantics,69
Weezer,71
Todd Rundgren,65
Badfinger,53
Badfinger,52
The Lemonheads,64
Blondie,61
Eluveitie,55
Cheap Trick,56
PEARS,30
Badfinger,56
Mott The Hoople,64
The Cars,65
The Falcon,34
Direct Hit!,30
Chixdiggit!,31
Michael Penn,31
The 20 Belows,29
Badfinger,67
Fountains Of Wayne,55
Swingin' Utters,35
Pete Townshend,65
The 20 Belows,29
Groovie Ghoulies,31
Shannon & The Clams,32
The Outfield,31
Swingin' Utters,35
The 20 Belows,29
Nick Lowe,33
The 20 Belows,29
The Dictators,32
The Del Fuegos,32
Tsunami Bomb,33
Screeching Weasel,32
Brinsley Schwarz,31
Hoodoo Gurus,34
Nick Lowe,34
The Dollyrots,33
Hoodoo Gurus,32
Off With Their Heads,34
Hoodoo Gurus,32
Off With Their Heads,33
Off With Their Heads,31
Nick Lowe,35
The Romantics,66
Nada Surf,31
glass beach,55
Blondie,59
Weezer,66
Eluveitie,39
Weezer,55
The Outfield,67
The Rubinoos,43
The Cars,56
Jimmy Eat World,67
Weezer,69
Michael Penn,27
Badfinger,58
Cheap Trick,60
Mean Jeans,29
Los Crudos,32
Teen Idols,30
The 20 Belows,28
The Ergs!,30
The Dollyrots,27
The Plimsouls,27
The Del Fuegos,29
Andrew Gold,28
Sloppy Seconds,30
Masked Intruder,29
Screeching Weasel,30
Teen Idols,28
The 20 Belows,27
Sloan,30
The 20 Belows,28
The 20 Belows,28
The 20 Belows,29
Tsunami Bomb,30
Dave Edmunds,29
The 20 Belows,28
The Queers,31
Teenage Bottlerocket,30
Flamin' Groovies,31
Superchunk,29
Masked Intruder,28
The Smithereens,29
The Queers,30
Off With Their Heads,31
Nerf Herder,30
Swingin' Utters,31
Alex Chilton,31
Squeeze,30
Squeeze,30
The Smithereens,0
Cheap Trick,43
Nada Surf,26
Jimmy Eat World,68
Badfinger,56
Badfinger,59
Twin Peaks,59
Weezer,56
Royal Headache,28
Weezer,56
Shannon & The Clams,28
Sunflower Bean,42
The Romantics,64
The Falcon,29
The dB's,26
Riverdales,27
Shannon & The Clams,27
Screeching Weasel,29
Dinosaur Jr.,28
Sloan,28
Old 97's,28
Fountains Of Wayne,50
The Briefs,28
Chixdiggit!,27
Groovie Ghoulies,28
Guided By Voices,55
Jeff Rosenstock,28
Shannon & The Clams,28
Western Addiction,28
The Nerves,27
Tacocat,28
Shannon & The Clams,27
The Manges,27
Masked Intruder,26
Dillinger Four,28
Groovie Ghoulies,26
Elvis Costello & The Attractions,28
Sloppy Seconds,27
Andrew Gold,27
The Lemonheads,26
Teenage Bottlerocket,29
Tsunami Bomb,27
The Lawrence Arms,29
Swingin' Utters,29
Dwarves,28
Dwarves,29
Hoodoo Gurus,28
Guadalcanal Diary,26
Dwarves,30
The Lemonheads,26
Marshall Crenshaw,27
Andrew Gold;DMA ILLAN,50
Weezer,58
Weezer,57
The Cowsills,57
Blondie,58
Tony Molina,27
The Copyrights,26
Tony Molina,27
ShitKid,26
Dead To Me,28
Nerf Herder,26
Jimmy Eat World,64
The Outfield,26
Night Birds,28
The Mr. T Experience,25
that dog.,25
Weezer,52
Nobodys,26
Giuda,26
Banner Pilot,28
Direct Hit!,25
Western Addiction,27
Shannon & The Clams,26
White Reaper,26
The Marked Men,26
Los Crudos,28
Barreracudas,25
The Manges,25
Shannon & The Clams,26
The Lemonheads,26
The Bombpops,26
The Lemonheads,25
Screeching Weasel,27
Mean Jeans,26
Teen Idols,26
Tsunami Bomb,26
The Lemonheads,25
The 20 Belows,24
Hoodoo Gurus,26
The Lemonheads,25
Bob Mould,25
The Lemonheads,25
Teenage Bottlerocket,27
Hoodoo Gurus,25
Weezer,26
Off With Their Heads,27
The Lemonheads,26
Hoodoo Gurus,26
The Lillingtons,27
Elvis Costello,27
Weezer,51
Weezer,55
Weezer,25
Falconshield,45
Cheap Trick,56
Dead To Me,25
Jimmy Eat World,57
Tony Molina,26
Ex Hex,25
Joe Jackson,58
The Cowboys,25
White Reaper,26
Badfinger,46
White Reaper,25
Shannon & The Clams,26
Shannon & The Clams,25
Groovie Ghoulies,24
Dinosaur Jr.,27
The Posies,23
The Falcon,26
The Cars,27
Hoodoo Gurus,25
Old 97's,25
Smoking Popes,25
Elvis Costello & The Attractions,25
Blondie,25
The Jayhawks,25
Dwarves,25
Tsunami Bomb,25
Tsunami Bomb,25
Jason & The Scorchers,25
Dave Edmunds,25
Redd Kross,25
The Cars,27
Swingin' Utters,27
Sloan,24
The New Pornographers,26
The Queers,26
Dillinger Four,27
Joe Jackson,27
Blondie,25
Screeching Weasel,26
Dave Edmunds,25
Elvis Costello & The Attractions,26
Squeeze,25
Teenage Bottlerocket,25
Masked Intruder,25
Off With Their Heads,25
The Lemonheads,25
Squeeze,25
Elvis Costello,47
